ENSG00000005893	LAMP2	48.0	50.0
ENSG00000005981	ASB4	18.0	19.0
ENSG00000006007	GDE1	30.0	37.0
ENSG00000006015	C19orf60	2.0	2.0
ENSG00000006016	CRLF1	3.0	2.0
ENSG00000006025	OSBPL7	10.0	6.0
ENSG00000006042	TMEM98	1.0	0.8
ENSG00000006047	YBX2	1.0	0.7
ENSG00000006062	MAP3K14	4.0	3.0
ENSG00000006071	ABCC8	0.9	0.2
ENSG00000006118	TMEM132A	0.8	0.5
ENSG00000006125	AP2B1	34.0	34.0
ENSG00000006194	ZNF263	3.0	2.0
ENSG00000006210	CX3CL1	3.0	2.0
ENSG00000006282	SPATA20	13.0	10.0
ENSG00000006327	TNFRSF12A	3.0	2.0
ENSG00000006432	MAP3K9	0.7	0.3
ENSG00000006451	RALA	9.0	8.0
ENSG00000006453	BAIAP2L1	1.0	0.8
ENSG00000006459	KDM7A	6.0	4.0
ENSG00000006468	ETV1	0.1	0.1
ENSG00000006530	AGK	3.0	2.0
ENSG00000006534	ALDH3B1	0.4	0.1
ENSG00000006576	PHTF2	37.0	49.0
ENSG00000006607	FARP2	2.0	2.0
ENSG00000006625	GGCT	11.0	6.0
ENSG00000006634	DBF4	0.4	0.2
ENSG00000006638	TBXA2R	0.6	0.4
ENSG00000006652	IFRD1	6.0	6.0
ENSG00000006695	COX10	34.0	32.0
ENSG00000006704	GTF2IRD1	13.0	11.0
ENSG00000006712	PAF1	22.0	22.0
ENSG00000006715	VPS41	3.0	2.0
ENSG00000006740	ARHGAP44	1.0	0.8
ENSG00000006744	ELAC2	19.0	18.0
ENSG00000006756	ARSD	1.0	0.5
ENSG00000006757	PNPLA4	19.0	19.0
ENSG00000006788	MYH13	0.4	0.3
ENSG00000006831	ADIPOR2	26.0	21.0
ENSG00000006837	CDKL3	0.4	0.3
ENSG00000007047	MARK4	22.0	17.0
ENSG00000007062	PROM1	0.3	0.2
ENSG00000007080	CCDC124	15.0	14.0
ENSG00000007168	PAFAH1B1	37.0	41.0
ENSG00000007171	NOS2	0.8	0.4
ENSG00000007202	KIAA0100	35.0	44.0
ENSG00000007237	GAS7	4.0	3.0
ENSG00000007255	TRAPPC6A	8.0	5.0
ENSG00000007312	CD79B	1.0	0.9
ENSG00000007314	SCN4A	107.0	133.0
ENSG00000007341	ST7L	0.8	0.6
ENSG00000007350	TKTL1	0.2	
ENSG00000007372	PAX6	0.2	0.1
ENSG00000007376	RPUSD1	2.0	1.0
ENSG00000007384	RHBDF1	6.0	4.0
ENSG00000007392	LUC7L	8.0	5.0
ENSG00000007402	CACNA2D2	1.0	0.7
ENSG00000007516	BAIAP3	0.9	0.6
ENSG00000007520	TSR3	26.0	28.0
ENSG00000007541	PIGQ	1.0	1.0
ENSG00000007545	CRAMP1	2.0	1.0
ENSG00000007866	TEAD3	20.0	17.0
ENSG00000007923	DNAJC11	13.0	13.0
ENSG00000007933	FMO3	1.0	2.0
ENSG00000007944	MYLIP	24.0	30.0
ENSG00000008018	PSMB1	56.0	57.0
ENSG00000008056	SYN1	0.2	
ENSG00000008083	JARID2	6.0	5.0
ENSG00000008086	CDKL5	0.5	0.4
ENSG00000008128	CDK11A	2.0	2.0
ENSG00000008130	NADK	5.0	4.0
ENSG00000008256	CYTH3	9.0	7.0
ENSG00000008277	ADAM22	0.4	0.3
ENSG00000008282	SYPL1	75.0	88.0
ENSG00000008283	CYB561	2.0	1.0
ENSG00000008294	SPAG9	14.0	13.0
ENSG00000008300	CELSR3	0.1	
ENSG00000008311	AASS	2.0	1.0
ENSG00000008324	SS18L2	3.0	3.0
ENSG00000008382	MPND	6.0	6.0
ENSG00000008394	MGST1	0.5	0.1
ENSG00000008405	CRY1	3.0	2.0
ENSG00000008441	NFIX	148.0	165.0
ENSG00000008513	ST3GAL1	23.0	28.0
ENSG00000008516	MMP25	0.1	
ENSG00000008517	IL32	23.0	17.0
ENSG00000008710	PKD1	8.0	9.0
ENSG00000008838	MED24	24.0	25.0
ENSG00000008853	RHOBTB2	6.0	6.0
ENSG00000008869	HEATR5B	2.0	2.0
ENSG00000008952	SEC62	10.0	10.0
ENSG00000008988	RPS20	153.0	186.0
ENSG00000009307	CSDE1	606.0	748.0
ENSG00000009335	UBE3C	31.0	34.0
ENSG00000009413	REV3L	3.0	2.0
ENSG00000009694	TENM1	0.1	
ENSG00000009709	PAX7	4.0	3.0
ENSG00000009724	MASP2	2.0	1.0
ENSG00000009780	FAM76A	7.0	5.0
ENSG00000009790	TRAF3IP3	0.1	
ENSG00000009830	POMT2	3.0	3.0
ENSG00000009844	VTA1	10.0	10.0
ENSG00000009950	MLXIPL	14.0	5.0
ENSG00000009954	BAZ1B	14.0	12.0
ENSG00000010017	RANBP9	28.0	41.0
ENSG00000010072	SPRTN	2.0	1.0
ENSG00000010165	METTL13	10.0	8.0
ENSG00000010219	DYRK4	2.0	1.0
ENSG00000010244	ZNF207	7.0	6.0
ENSG00000010256	UQCRC1	310.0	266.0
ENSG00000010270	STARD3NL	3.0	3.0
ENSG00000010278	CD9	11.0	10.0
ENSG00000010282	HHATL	166.0	142.0
ENSG00000010292	NCAPD2	4.0	4.0
ENSG00000010295	IFFO1	5.0	5.0
ENSG00000010318	PHF7	2.0	2.0
ENSG00000010319	SEMA3G	7.0	5.0
ENSG00000010322	NISCH	8.0	6.0
ENSG00000010327	STAB1	3.0	1.0
ENSG00000010361	FUZ	6.0	6.0
ENSG00000010404	IDS	9.0	9.0
ENSG00000010539	ZNF200	0.7	0.5
ENSG00000010610	CD4	1.0	0.6
ENSG00000010626	LRRC23	2.0	2.0
ENSG00000010671	BTK	0.2	0.1
ENSG00000010704	HFE	1.0	0.7
ENSG00000010803	SCMH1	25.0	29.0
ENSG00000010810	FYN	3.0	1.0
ENSG00000010818	HIVEP2	17.0	17.0
ENSG00000011007	ELOA	17.0	16.0
ENSG00000011009	LYPLA2	14.0	12.0
ENSG00000011021	CLCN6	7.0	5.0
ENSG00000011028	MRC2	7.0	6.0
ENSG00000011105	TSPAN9	7.0	7.0
ENSG00000011114	BTBD7	3.0	3.0
ENSG00000011132	APBA3	2.0	1.0
ENSG00000011143	MKS1	4.0	2.0
ENSG00000011198	ABHD5	5.0	4.0
ENSG00000011201	ANOS1	6.0	4.0
ENSG00000011243	AKAP8L	9.0	8.0
ENSG00000011258	MBTD1	3.0	2.0
ENSG00000011260	UTP18	6.0	6.0
ENSG00000011275	RNF216	8.0	9.0
ENSG00000011295	TTC19	7.0	7.0
ENSG00000011304	PTBP1	6.0	5.0
ENSG00000011347	SYT7	1.0	0.9
ENSG00000011376	LARS2	7.0	5.0
ENSG00000011405	PIK3C2A	2.0	2.0
ENSG00000011422	PLAUR	0.3	0.1
ENSG00000011451	WIZ	4.0	3.0
ENSG00000011454	RABGAP1	11.0	10.0
ENSG00000011465	DCN	36.0	39.0
ENSG00000011478	QPCTL	0.5	0.4
ENSG00000011485	PPP5C	12.0	10.0
ENSG00000011523	CEP68	15.0	12.0
ENSG00000011566	MAP4K3	10.0	9.0
ENSG00000011600	TYROBP	2.0	1.0
ENSG00000011638	TMEM159	61.0	78.0
ENSG00000012048	BRCA1	0.7	0.4
ENSG00000012061	ERCC1	13.0	12.0
ENSG00000012171	SEMA3B	2.0	1.0
ENSG00000012174	MBTPS2	3.0	2.0
ENSG00000012211	PRICKLE3	6.0	5.0
ENSG00000012223	LTF	0.6	0.4
ENSG00000012232	EXTL3	9.0	8.0
ENSG00000012660	ELOVL5	5.0	3.0
ENSG00000012779	ALOX5	0.3	0.2
ENSG00000012817	KDM5D		8.0
ENSG00000012822	CALCOCO1	36.0	42.0
ENSG00000012963	UBR7	11.0	8.0
ENSG00000012983	MAP4K5	3.0	2.0
ENSG00000013016	EHD3	1.0	1.0
ENSG00000013275	PSMC4	33.0	42.0
ENSG00000013288	MAN2B2	1.0	1.0
ENSG00000013297	CLDN11	0.2	0.1
ENSG00000013306	SLC25A39	13.0	11.0
ENSG00000013364	MVP	6.0	6.0
ENSG00000013374	NUB1	14.0	14.0
ENSG00000013375	PGM3	2.0	1.0
ENSG00000013392	RWDD2A	2.0	1.0
ENSG00000013441	CLK1	28.0	31.0
ENSG00000013503	POLR3B	4.0	3.0
ENSG00000013523	ANGEL1	6.0	5.0
ENSG00000013561	RNF14	13.0	11.0
ENSG00000013563	DNASE1L1	37.0	43.0
ENSG00000013573	DDX11	3.0	2.0
ENSG00000013583	HEBP1	7.0	6.0
ENSG00000013588	GPRC5A	0.1	
ENSG00000013619	MAMLD1	3.0	3.0
ENSG00000013725	CD6		0.1
ENSG00000013810	TACC3	0.8	0.5
ENSG00000014123	UFL1	11.0	11.0
ENSG00000014138	POLA2	2.0	1.0
ENSG00000014164	ZC3H3	3.0	3.0
ENSG00000014216	CAPN1	15.0	14.0
ENSG00000014641	MDH1	138.0	139.0
ENSG00000014824	SLC30A9	13.0	12.0
ENSG00000014914	MTMR11	1.0	0.9
ENSG00000014919	COX15	21.0	18.0
ENSG00000015133	CCDC88C	0.6	0.3
ENSG00000015153	YAF2	3.0	3.0
ENSG00000015171	ZMYND11	25.0	27.0
ENSG00000015285	WAS	0.6	0.2
ENSG00000015475	BID	4.0	3.0
ENSG00000015479	MATR3	0.5	0.3
ENSG00000015532	XYLT2	3.0	2.0
ENSG00000015676	NUDCD3	22.0	20.0
ENSG00000016391	CHDH	3.0	1.0
ENSG00000016402	IL20RA		0.4
ENSG00000016864	GLT8D1	6.0	5.0
ENSG00000017260	ATP2C1	8.0	6.0
ENSG00000017427	IGF1	0.1	0.1
ENSG00000017483	SLC38A5	0.1	
ENSG00000017797	RALBP1	17.0	19.0
ENSG00000018189	RUFY3	4.0	4.0
ENSG00000018236	CNTN1	0.4	0.2
ENSG00000018280	SLC11A1	0.2	0.1
ENSG00000018408	WWTR1	3.0	2.0
ENSG00000018510	AGPS	4.0	4.0
ENSG00000018610	CXorf56	8.0	6.0
ENSG00000018625	ATP1A2	603.0	550.0
ENSG00000018699	TTC27	5.0	4.0
ENSG00000018869	ZNF582	0.3	0.2
ENSG00000019102	VSIG2	1.0	1.0
ENSG00000019144	PHLDB1	6.0	6.0
ENSG00000019169	MARCO	0.5	0.1
ENSG00000019485	PRDM11	0.9	0.6
ENSG00000019505	SYT13	0.1	
ENSG00000019549	SNAI2	2.0	0.9
ENSG00000019582	CD74	73.0	75.0
ENSG00000019991	HGF	0.1	
ENSG00000019995	ZRANB1	14.0	14.0
ENSG00000020129	NCDN	3.0	2.0
ENSG00000020181	ADGRA2	4.0	2.0
ENSG00000020256	ZFP64	1.0	1.0
ENSG00000020426	MNAT1	11.0	7.0
ENSG00000020577	SAMD4A	24.0	30.0
ENSG00000020633	RUNX3	0.2	
ENSG00000020922	MRE11	2.0	1.0
ENSG00000021300	PLEKHB1	1.0	1.0
ENSG00000021355	SERPINB1	8.0	8.0
ENSG00000021574	SPAST	4.0	3.0
ENSG00000021762	OSBPL5	2.0	1.0
ENSG00000021776	AQR	1.0	1.0
ENSG00000021826	CPS1	0.1	0.1
ENSG00000022267	FHL1	3479.0	3443.0
ENSG00000022277	RTFDC1	27.0	31.0
ENSG00000022567	SLC45A4	0.6	0.7
ENSG00000022840	RNF10	104.0	130.0
ENSG00000022976	ZNF839	6.0	5.0
ENSG00000023041	ZDHHC6	7.0	5.0
ENSG00000023171	GRAMD1B	2.0	1.0
ENSG00000023191	RNH1	9.0	9.0
ENSG00000023228	NDUFS1	90.0	80.0
ENSG00000023287	RB1CC1	10.0	9.0
ENSG00000023318	ERP44	5.0	5.0
ENSG00000023330	ALAS1	79.0	69.0
ENSG00000023445	BIRC3	0.5	0.4
ENSG00000023516	AKAP11	2.0	2.0
ENSG00000023572	GLRX2	7.0	6.0
ENSG00000023608	SNAPC1	1.0	1.0
ENSG00000023697	DERA	8.0	6.0
ENSG00000023734	STRAP	67.0	78.0
ENSG00000023839	ABCC2	0.3	0.2
ENSG00000023892	DEF6	0.3	0.2
ENSG00000023902	PLEKHO1	5.0	6.0
ENSG00000023909	GCLM	9.0	6.0
ENSG00000024048	UBR2	14.0	15.0
ENSG00000024422	EHD2	23.0	16.0
ENSG00000024862	CCDC28A	6.0	5.0
ENSG00000025039	RRAGD	53.0	68.0
ENSG00000025156	HSF2	31.0	34.0
ENSG00000025293	PHF20	13.0	13.0
ENSG00000025434	NR1H3	2.0	1.0
ENSG00000025708	TYMP	1.0	0.8
ENSG00000025770	NCAPH2	12.0	8.0
ENSG00000025772	TOMM34	10.0	7.0
ENSG00000025796	SEC63	5.0	4.0
ENSG00000025800	KPNA6	27.0	31.0
ENSG00000026025	VIM	41.0	35.0
ENSG00000026036	RTEL1-TNFRSF6B	0.4	0.2
ENSG00000026103	FAS	1.0	0.7
ENSG00000026297	RNASET2	1.0	0.7
ENSG00000026508	CD44	4.0	2.0
ENSG00000026652	AGPAT4	0.6	0.5
ENSG00000026950	BTN3A1	4.0	3.0
ENSG00000027001	MIPEP	7.0	5.0
ENSG00000027075	PRKCH	4.0	3.0
ENSG00000027697	IFNGR1	15.0	13.0
ENSG00000027847	B4GALT7	4.0	3.0
ENSG00000028116	VRK2	4.0	3.0
ENSG00000028137	TNFRSF1B	4.0	4.0
ENSG00000028203	VEZT	13.0	15.0
ENSG00000028277	POU2F2	0.1	
ENSG00000028310	BRD9	5.0	4.0
ENSG00000028528	SNX1	9.0	8.0
ENSG00000028839	TBPL1	0.9	0.8
ENSG00000029363	BCLAF1	11.0	10.0
ENSG00000029364	SLC39A9	3.0	3.0
ENSG00000029534	ANK1	82.0	76.0
ENSG00000029639	TFB1M	4.0	3.0
ENSG00000029725	RABEP1	31.0	38.0
ENSG00000029993	HMGB3	2.0	0.9
ENSG00000030066	NUP160	4.0	3.0
ENSG00000030110	BAK1	12.0	13.0
ENSG00000030304	MUSK		0.1
ENSG00000030419	IKZF2	0.6	0.5
ENSG00000030582	GRN	17.0	15.0
ENSG00000031003	FAM13B	2.0	2.0
ENSG00000031081	ARHGAP31	3.0	2.0
ENSG00000031691	CENPQ	2.0	1.0
ENSG00000031698	SARS	32.0	36.0
ENSG00000031823	RANBP3	5.0	4.0
ENSG00000032219	ARID4A	1.0	1.0
ENSG00000032389	TSSC1	3.0	2.0
ENSG00000032444	PNPLA6	6.0	6.0
ENSG00000032742	IFT88	1.0	0.7
ENSG00000033011	ALG1	1.0	0.9
ENSG00000033030	ZCCHC8	4.0	3.0
ENSG00000033050	ABCF2	25.0	31.0
ENSG00000033100	CHPF2	3.0	2.0
ENSG00000033122	LRRC7	0.5	0.3
ENSG00000033170	FUT8	1.0	0.6
ENSG00000033178	UBA6	2.0	1.0
ENSG00000033327	GAB2	3.0	4.0
ENSG00000033627	ATP6V0A1	15.0	14.0
ENSG00000033800	PIAS1	3.0	2.0
ENSG00000033867	SLC4A7	2.0	1.0
ENSG00000034152	MAP2K3	42.0	57.0
ENSG00000034510	TMSB10	100.0	80.0
ENSG00000034533	ASTE1	2.0	1.0
ENSG00000034677	RNF19A	8.0	6.0
ENSG00000034693	PEX3	6.0	4.0
ENSG00000034713	GABARAPL2	33.0	36.0
ENSG00000034971	MYOC	21.0	12.0
ENSG00000035115	SH3YL1	2.0	1.0
ENSG00000035141	FAM136A	11.0	9.0
ENSG00000035403	VCL	39.0	45.0
ENSG00000035664	DAPK2	16.0	15.0
ENSG00000035681	NSMAF	6.0	7.0
ENSG00000035687	ADSS	2.0	2.0
ENSG00000035862	TIMP2	23.0	22.0
ENSG00000035928	RFC1	6.0	5.0
ENSG00000036054	TBC1D23	8.0	6.0
ENSG00000036257	CUL3	17.0	18.0
ENSG00000036448	MYOM2	311.0	288.0
ENSG00000036530	CYP46A1	0.3	0.1
ENSG00000036549	ZZZ3	3.0	3.0
ENSG00000036672	USP2	54.0	64.0
ENSG00000037042	TUBG2	4.0	3.0
ENSG00000037241	RPL26L1	9.0	8.0
ENSG00000037280	FLT4	2.0	1.0
ENSG00000037474	NSUN2	14.0	13.0
ENSG00000037637	FBXO42	6.0	5.0
ENSG00000037749	MFAP3	4.0	3.0
ENSG00000037757	MRI1	5.0	4.0
ENSG00000037897	METTL1	2.0	1.0
ENSG00000037965	HOXC8	8.0	8.0
ENSG00000038002	AGA	3.0	3.0
ENSG00000038210	PI4K2B	0.5	0.4
ENSG00000038219	BOD1L1	2.0	1.0
ENSG00000038274	MAT2B	12.0	11.0
ENSG00000038358	EDC4	7.0	6.0
ENSG00000038382	TRIO	6.0	4.0
ENSG00000038427	VCAN	1.0	0.6
ENSG00000038532	CLEC16A	4.0	3.0
ENSG00000038945	MSR1	0.2	
ENSG00000039123	SKIV2L2	12.0	11.0
ENSG00000039319	ZFYVE16	3.0	2.0
ENSG00000039523	RIPOR1	11.0	9.0
ENSG00000039537	C6	0.3	
ENSG00000039560	RAI14	0.4	0.2
ENSG00000039650	PNKP	3.0	2.0
ENSG00000040199	PHLPP2	0.6	0.3
ENSG00000040275	SPDL1	1.0	0.7
ENSG00000040341	STAU2	18.0	16.0
ENSG00000040487	PQLC2	3.0	2.0
ENSG00000040531	CTNS	5.0	4.0
ENSG00000040633	PHF23	7.0	5.0
ENSG00000040933	INPP4A	3.0	2.0
ENSG00000041357	PSMA4	14.0	15.0
ENSG00000041802	LSG1	10.0	9.0
ENSG00000041880	PARP3	11.0	11.0
ENSG00000041982	TNC	0.8	0.2
ENSG00000041988	THAP3	3.0	2.0
ENSG00000042062	RIPOR3	4.0	4.0
ENSG00000042088	TDP1	0.5	0.4
ENSG00000042286	AIFM2	2.0	2.0
ENSG00000042317	SPATA7	0.8	0.8
ENSG00000042429	MED17	1.0	1.0
ENSG00000042445	RETSAT	31.0	29.0
ENSG00000042493	CAPG	0.8	0.8
ENSG00000042753	AP2S1	14.0	13.0
ENSG00000043093	DCUN1D1	6.0	5.0
ENSG00000043143	JADE2	3.0	2.0
ENSG00000043462	LCP2	0.5	0.3
ENSG00000043514	TRIT1	4.0	3.0
ENSG00000044090	CUL7	11.0	10.0
ENSG00000044115	CTNNA1	21.0	19.0
ENSG00000044446	PHKA2	7.0	4.0
ENSG00000044459	CNTLN	0.4	0.3
ENSG00000044524	EPHA3	0.5	0.2
ENSG00000044574	HSPA5	38.0	35.0
ENSG00000046604	DSG2	1.0	0.6
ENSG00000046647	GEMIN8	2.0	2.0
ENSG00000046651	OFD1	2.0	1.0
ENSG00000046653	GPM6B	0.6	0.5
ENSG00000046889	PREX2	1.0	0.7
ENSG00000047056	WDR37	12.0	7.0
ENSG00000047188	YTHDC2	4.0	3.0
ENSG00000047230	CTPS2	2.0	2.0
ENSG00000047249	ATP6V1H	8.0	8.0
ENSG00000047315	POLR2B	27.0	29.0
ENSG00000047346	FAM214A	7.0	6.0
ENSG00000047410	TPR	7.0	5.0
ENSG00000047578	KIAA0556	1.0	0.6
ENSG00000047579	DTNBP1	6.0	7.0
ENSG00000047597	XK	4.0	3.0
ENSG00000047617	ANO2	0.4	0.3
ENSG00000047621	C12orf4	4.0	3.0
ENSG00000047634	SCML1	4.0	4.0
ENSG00000047644	WWC3	4.0	3.0
ENSG00000047648	ARHGAP6	3.0	3.0
ENSG00000047662	FAM184B	1.0	0.8
ENSG00000047849	MAP4	161.0	204.0
ENSG00000047932	GOPC	8.0	6.0
ENSG00000047936	ROS1	0.3	0.1
ENSG00000048028	USP28	28.0	30.0
ENSG00000048052	HDAC9	3.0	2.0
ENSG00000048140	TSPAN17	10.0	11.0
ENSG00000048162	NOP16	9.0	9.0
ENSG00000048342	CC2D2A	0.9	0.5
ENSG00000048392	RRM2B	16.0	19.0
ENSG00000048405	ZNF800	1.0	1.0
ENSG00000048471	SNX29	3.0	2.0
ENSG00000048544	MRPS10	50.0	53.0
ENSG00000048649	RSF1	1.0	1.0
ENSG00000048707	VPS13D	10.0	11.0
ENSG00000048740	CELF2	4.0	3.0
ENSG00000048828	FAM120A	34.0	30.0
ENSG00000048991	R3HDM1	8.0	6.0
ENSG00000049130	KITLG	2.0	2.0
ENSG00000049167	ERCC8	2.0	1.0
ENSG00000049192	ADAMTS6	0.1	
ENSG00000049239	H6PD	30.0	33.0
ENSG00000049245	VAMP3	48.0	55.0
ENSG00000049246	PER3	15.0	10.0
ENSG00000049283	EPN3	0.1	
ENSG00000049323	LTBP1	9.0	4.0
ENSG00000049449	RCN1	4.0	4.0
ENSG00000049540	ELN	2.0	0.9
ENSG00000049541	RFC2	8.0	4.0
ENSG00000049618	ARID1B	9.0	8.0
ENSG00000049656	CLPTM1L	4.0	4.0
ENSG00000049759	NEDD4L	4.0	4.0
ENSG00000049769	PPP1R3F	7.0	5.0
ENSG00000049860	HEXB	5.0	4.0
ENSG00000049883	PTCD2	3.0	2.0
ENSG00000050130	JKAMP	6.0	5.0
ENSG00000050165	DKK3	3.0	3.0
ENSG00000050344	NFE2L3	0.9	0.6
ENSG00000050393	MCUR1	6.0	5.0
ENSG00000050405	LIMA1	7.0	6.0
ENSG00000050426	LETMD1	6.0	4.0
ENSG00000050748	MAPK9	11.0	11.0
ENSG00000050767	COL23A1	0.1	0.1
ENSG00000050820	BCAR1	4.0	3.0
ENSG00000051009	FAM160A2	7.0	5.0
ENSG00000051108	HERPUD1	30.0	38.0
ENSG00000051128	HOMER3	7.0	4.0
ENSG00000051180	RAD51	0.2	0.2
ENSG00000051382	PIK3CB	7.0	8.0
ENSG00000051523	CYBA	2.0	2.0
ENSG00000051596	THOC3	0.9	0.5
ENSG00000051620	HEBP2	8.0	8.0
ENSG00000051825	MPHOSPH9	1.0	0.9
ENSG00000052126	PLEKHA5	0.3	0.2
ENSG00000052723	SIKE1	4.0	3.0
ENSG00000052749	RRP12	9.0	6.0
ENSG00000052795	FNIP2	3.0	2.0
ENSG00000052802	MSMO1	2.0	2.0
ENSG00000052841	TTC17	5.0	3.0
ENSG00000052850	ALX4	0.4	0.3
ENSG00000053254	FOXN3	28.0	36.0
ENSG00000053371	AKR7A2	27.0	24.0
ENSG00000053372	MRTO4	11.0	9.0
ENSG00000053438	NNAT	7.0	5.0
ENSG00000053501	USE1	5.0	5.0
ENSG00000053524	MCF2L2	0.4	0.2
ENSG00000053702	NRIP2	3.0	2.0
ENSG00000053747	LAMA3	0.6	0.3
ENSG00000053770	AP5M1	4.0	3.0
ENSG00000053900	ANAPC4	3.0	2.0
ENSG00000053918	KCNQ1	0.3	0.1
ENSG00000054116	TRAPPC3	10.0	8.0
ENSG00000054118	THRAP3	53.0	58.0
ENSG00000054148	PHPT1	50.0	46.0
ENSG00000054179	ENTPD2	0.8	0.7
ENSG00000054267	ARID4B	2.0	1.0
ENSG00000054277	OPN3	1.0	0.8
ENSG00000054282	SDCCAG8	3.0	3.0
ENSG00000054392	HHAT	0.1	
ENSG00000054523	KIF1B	65.0	84.0
ENSG00000054598	FOXC1	0.6	0.4
ENSG00000054611	TBC1D22A	4.0	3.0
ENSG00000054654	SYNE2	17.0	16.0
ENSG00000054690	PLEKHH1	0.9	0.4
ENSG00000054793	ATP9A	10.0	11.0
ENSG00000054803	CBLN4	0.3	
ENSG00000054938	CHRDL2	2.0	2.0
ENSG00000054965	FAM168A	17.0	14.0
ENSG00000054967	RELT	2.0	2.0
ENSG00000054983	GALC	2.0	2.0
ENSG00000055044	NOP58	9.0	8.0
ENSG00000055070	SZRD1	34.0	51.0
ENSG00000055118	KCNH2	0.1	
